Exp2 conditions: 2s, 4s, 8s, 15s, 30s
Run duration (s): 276

Trial Condition Onset Duration Image
1 4s 12 0.033333 scrambled-1357.jpg
1 4s 12.1333 0.033333 scrambled-763.jpg
1 4s 12.2667 0.033333 scrambled-555.jpg
1 4s 12.4 0.033333 scrambled-5.jpg
1 4s 12.5333 0.033333 scrambled-207.jpg
1 4s 12.6667 0.033333 scrambled-502.jpg
1 4s 12.8 0.033333 scrambled-911.jpg
1 4s 12.9333 0.033333 scrambled-305.jpg
1 4s 13.0667 0.033333 scrambled-126.jpg
1 4s 13.2 0.033333 scrambled-138.jpg
1 4s 13.3333 0.033333 scrambled-896.jpg
1 4s 13.4667 0.033333 scrambled-195.jpg
1 4s 13.6 0.033333 scrambled-260.jpg
1 4s 13.7333 0.033333 scrambled-1042.jpg
1 4s 13.8667 0.033333 scrambled-627.jpg
1 4s 14 0.033333 scrambled-1007.jpg
1 4s 14.1333 0.033333 scrambled-826.jpg
1 4s 14.2667 0.033333 scrambled-1280.jpg
1 4s 14.4 0.033333 scrambled-1264.jpg
1 4s 14.5333 0.033333 scrambled-582.jpg
1 4s 14.6667 0.033333 scrambled-989.jpg
1 4s 14.8 0.033333 scrambled-1409.jpg
1 4s 14.9333 0.033333 scrambled-99.jpg
1 4s 15.0667 0.033333 scrambled-1072.jpg
1 4s 15.2 0.033333 scrambled-705.jpg
1 4s 15.3333 0.033333 scrambled-1053.jpg
1 4s 15.4667 0.033333 scrambled-226.jpg
1 4s 15.6 0.033333 scrambled-359.jpg
1 4s 15.7333 0.033333 scrambled-662.jpg
1 4s 15.8667 0.033333 scrambled-153.jpg
2 30s 28 0.033333 scrambled-1174.jpg
2 30s 29 0.033333 scrambled-1344.jpg
2 30s 30 0.033333 scrambled-1402.jpg
2 30s 31 0.033333 scrambled-769.jpg
2 30s 32 0.033333 scrambled-1257.jpg
2 30s 33 0.033333 scrambled-336.jpg
2 30s 34 0.033333 scrambled-1236.jpg
2 30s 35 0.033333 scrambled-142.jpg
2 30s 36 0.033333 scrambled-542.jpg
2 30s 37 0.033333 scrambled-1097.jpg
2 30s 38 0.033333 scrambled-1159.jpg
2 30s 39 0.033333 scrambled-1249.jpg
2 30s 40 0.033333 scrambled-1351.jpg
2 30s 41 0.033333 scrambled-1073.jpg
2 30s 42 0.033333 scrambled-748.jpg
2 30s 43 0.033333 scrambled-895.jpg
2 30s 44 0.033333 scrambled-50.jpg
2 30s 45 0.033333 scrambled-1119.jpg
2 30s 46 0.033333 scrambled-1383.jpg
2 30s 47 0.033333 scrambled-131.jpg
2 30s 48 0.033333 scrambled-877.jpg
2 30s 49 0.033333 scrambled-671.jpg
2 30s 50 0.033333 scrambled-1178.jpg
2 30s 51 0.033333 scrambled-461.jpg
2 30s 52 0.033333 scrambled-319.jpg
2 30s 53 0.033333 scrambled-926.jpg
2 30s 54 0.033333 scrambled-1228.jpg
2 30s 55 0.033333 scrambled-1114.jpg
2 30s 56 0.033333 scrambled-1266.jpg
2 30s 57 0.033333 scrambled-697.jpg
3 8s 70 0.033333 scrambled-844.jpg
3 8s 70.2667 0.033333 scrambled-11.jpg
3 8s 70.5333 0.033333 scrambled-1056.jpg
3 8s 70.8 0.033333 scrambled-1144.jpg
3 8s 71.0667 0.033333 scrambled-430.jpg
3 8s 71.3333 0.033333 scrambled-129.jpg
3 8s 71.6 0.033333 scrambled-484.jpg
3 8s 71.8667 0.033333 scrambled-110.jpg
3 8s 72.1333 0.033333 scrambled-1291.jpg
3 8s 72.4 0.033333 scrambled-699.jpg
3 8s 72.6667 0.033333 scrambled-371.jpg
3 8s 72.9333 0.033333 scrambled-114.jpg
3 8s 73.2 0.033333 scrambled-339.jpg
3 8s 73.4667 0.033333 scrambled-1088.jpg
3 8s 73.7333 0.033333 scrambled-771.jpg
3 8s 74 0.033333 scrambled-1177.jpg
3 8s 74.2667 0.033333 scrambled-1084.jpg
3 8s 74.5333 0.033333 scrambled-410.jpg
3 8s 74.8 0.033333 scrambled-972.jpg
3 8s 75.0667 0.033333 scrambled-94.jpg
3 8s 75.3333 0.033333 scrambled-88.jpg
3 8s 75.6 0.033333 scrambled-1216.jpg
3 8s 75.8667 0.033333 scrambled-1117.jpg
3 8s 76.1333 0.033333 scrambled-116.jpg
3 8s 76.4 0.033333 scrambled-1168.jpg
3 8s 76.6667 0.033333 scrambled-1423.jpg
3 8s 76.9333 0.033333 scrambled-1118.jpg
3 8s 77.2 0.033333 scrambled-1134.jpg
3 8s 77.4667 0.033333 scrambled-565.jpg
3 8s 77.7333 0.033333 scrambled-572.jpg
4 15s 103 0.033333 scrambled-311.jpg
4 15s 103.5 0.033333 scrambled-1322.jpg
4 15s 104 0.033333 scrambled-505.jpg
4 15s 104.5 0.033333 scrambled-177.jpg
4 15s 105 0.033333 scrambled-233.jpg
4 15s 105.5 0.033333 scrambled-875.jpg
4 15s 106 0.033333 scrambled-522.jpg
4 15s 106.5 0.033333 scrambled-684.jpg
4 15s 107 0.033333 scrambled-97.jpg
4 15s 107.5 0.033333 scrambled-776.jpg
4 15s 108 0.033333 scrambled-292.jpg
4 15s 108.5 0.033333 scrambled-1028.jpg
4 15s 109 0.033333 scrambled-1065.jpg
4 15s 109.5 0.033333 scrambled-1438.jpg
4 15s 110 0.033333 scrambled-53.jpg
4 15s 110.5 0.033333 scrambled-1298.jpg
4 15s 111 0.033333 scrambled-727.jpg
4 15s 111.5 0.033333 scrambled-284.jpg
4 15s 112 0.033333 scrambled-719.jpg
4 15s 112.5 0.033333 scrambled-1162.jpg
4 15s 113 0.033333 scrambled-931.jpg
4 15s 113.5 0.033333 scrambled-1019.jpg
4 15s 114 0.033333 scrambled-1281.jpg
4 15s 114.5 0.033333 scrambled-344.jpg
4 15s 115 0.033333 scrambled-431.jpg
4 15s 115.5 0.033333 scrambled-964.jpg
4 15s 116 0.033333 scrambled-886.jpg
4 15s 116.5 0.033333 scrambled-995.jpg
4 15s 117 0.033333 scrambled-1036.jpg
4 15s 117.5 0.033333 scrambled-86.jpg
5 2s 130 0.033333 scrambled-579.jpg
5 2s 130.0667 0.033333 scrambled-1079.jpg
5 2s 130.1333 0.033333 scrambled-347.jpg
5 2s 130.2 0.033333 scrambled-477.jpg
5 2s 130.2667 0.033333 scrambled-551.jpg
5 2s 130.3333 0.033333 scrambled-496.jpg
5 2s 130.4 0.033333 scrambled-242.jpg
5 2s 130.4667 0.033333 scrambled-456.jpg
5 2s 130.5333 0.033333 scrambled-178.jpg
5 2s 130.6 0.033333 scrambled-1203.jpg
5 2s 130.6667 0.033333 scrambled-334.jpg
5 2s 130.7333 0.033333 scrambled-538.jpg
5 2s 130.8 0.033333 scrambled-1142.jpg
5 2s 130.8667 0.033333 scrambled-818.jpg
5 2s 130.9333 0.033333 scrambled-816.jpg
5 2s 131 0.033333 scrambled-979.jpg
5 2s 131.0667 0.033333 scrambled-934.jpg
5 2s 131.1333 0.033333 scrambled-123.jpg
5 2s 131.2 0.033333 scrambled-1116.jpg
5 2s 131.2667 0.033333 scrambled-451.jpg
5 2s 131.3333 0.033333 scrambled-1318.jpg
5 2s 131.4 0.033333 scrambled-817.jpg
5 2s 131.4667 0.033333 scrambled-915.jpg
5 2s 131.5333 0.033333 scrambled-781.jpg
5 2s 131.6 0.033333 scrambled-1128.jpg
5 2s 131.6667 0.033333 scrambled-391.jpg
5 2s 131.7333 0.033333 scrambled-376.jpg
5 2s 131.8 0.033333 scrambled-486.jpg
5 2s 131.8667 0.033333 scrambled-396.jpg
5 2s 131.9333 0.033333 scrambled-917.jpg
6 2s 144 0.033333 scrambled-1048.jpg
6 2s 144.0667 0.033333 scrambled-1045.jpg
6 2s 144.1333 0.033333 scrambled-1425.jpg
6 2s 144.2 0.033333 scrambled-282.jpg
6 2s 144.2667 0.033333 scrambled-1103.jpg
6 2s 144.3333 0.033333 scrambled-151.jpg
6 2s 144.4 0.033333 scrambled-382.jpg
6 2s 144.4667 0.033333 scrambled-912.jpg
6 2s 144.5333 0.033333 scrambled-1194.jpg
6 2s 144.6 0.033333 scrambled-358.jpg
6 2s 144.6667 0.033333 scrambled-1375.jpg
6 2s 144.7333 0.033333 scrambled-1294.jpg
6 2s 144.8 0.033333 scrambled-175.jpg
6 2s 144.8667 0.033333 scrambled-1416.jpg
6 2s 144.9333 0.033333 scrambled-179.jpg
6 2s 145 0.033333 scrambled-965.jpg
6 2s 145.0667 0.033333 scrambled-160.jpg
6 2s 145.1333 0.033333 scrambled-788.jpg
6 2s 145.2 0.033333 scrambled-425.jpg
6 2s 145.2667 0.033333 scrambled-990.jpg
6 2s 145.3333 0.033333 scrambled-1356.jpg
6 2s 145.4 0.033333 scrambled-270.jpg
6 2s 145.4667 0.033333 scrambled-1327.jpg
6 2s 145.5333 0.033333 scrambled-1052.jpg
6 2s 145.6 0.033333 scrambled-640.jpg
6 2s 145.6667 0.033333 scrambled-509.jpg
6 2s 145.7333 0.033333 scrambled-885.jpg
6 2s 145.8 0.033333 scrambled-872.jpg
6 2s 145.8667 0.033333 scrambled-1253.jpg
6 2s 145.9333 0.033333 scrambled-521.jpg
7 15s 158 0.033333 scrambled-258.jpg
7 15s 158.5 0.033333 scrambled-689.jpg
7 15s 159 0.033333 scrambled-513.jpg
7 15s 159.5 0.033333 scrambled-731.jpg
7 15s 160 0.033333 scrambled-646.jpg
7 15s 160.5 0.033333 scrambled-1050.jpg
7 15s 161 0.033333 scrambled-569.jpg
7 15s 161.5 0.033333 scrambled-1435.jpg
7 15s 162 0.033333 scrambled-1140.jpg
7 15s 162.5 0.033333 scrambled-910.jpg
7 15s 163 0.033333 scrambled-79.jpg
7 15s 163.5 0.033333 scrambled-276.jpg
7 15s 164 0.033333 scrambled-1316.jpg
7 15s 164.5 0.033333 scrambled-1037.jpg
7 15s 165 0.033333 scrambled-767.jpg
7 15s 165.5 0.033333 scrambled-1062.jpg
7 15s 166 0.033333 scrambled-1175.jpg
7 15s 166.5 0.033333 scrambled-41.jpg
7 15s 167 0.033333 scrambled-1292.jpg
7 15s 167.5 0.033333 scrambled-1040.jpg
7 15s 168 0.033333 scrambled-633.jpg
7 15s 168.5 0.033333 scrambled-613.jpg
7 15s 169 0.033333 scrambled-868.jpg
7 15s 169.5 0.033333 scrambled-1421.jpg
7 15s 170 0.033333 scrambled-487.jpg
7 15s 170.5 0.033333 scrambled-1047.jpg
7 15s 171 0.033333 scrambled-1210.jpg
7 15s 171.5 0.033333 scrambled-127.jpg
7 15s 172 0.033333 scrambled-773.jpg
7 15s 172.5 0.033333 scrambled-1165.jpg
8 4s 185 0.033333 scrambled-2.jpg
8 4s 185.1333 0.033333 scrambled-952.jpg
8 4s 185.2667 0.033333 scrambled-1301.jpg
8 4s 185.4 0.033333 scrambled-494.jpg
8 4s 185.5333 0.033333 scrambled-1372.jpg
8 4s 185.6667 0.033333 scrambled-533.jpg
8 4s 185.8 0.033333 scrambled-827.jpg
8 4s 185.9333 0.033333 scrambled-22.jpg
8 4s 186.0667 0.033333 scrambled-861.jpg
8 4s 186.2 0.033333 scrambled-1364.jpg
8 4s 186.3333 0.033333 scrambled-971.jpg
8 4s 186.4667 0.033333 scrambled-586.jpg
8 4s 186.6 0.033333 scrambled-765.jpg
8 4s 186.7333 0.033333 scrambled-585.jpg
8 4s 186.8667 0.033333 scrambled-563.jpg
8 4s 187 0.033333 scrambled-807.jpg
8 4s 187.1333 0.033333 scrambled-905.jpg
8 4s 187.2667 0.033333 scrambled-1379.jpg
8 4s 187.4 0.033333 scrambled-98.jpg
8 4s 187.5333 0.033333 scrambled-107.jpg
8 4s 187.6667 0.033333 scrambled-865.jpg
8 4s 187.8 0.033333 scrambled-843.jpg
8 4s 187.9333 0.033333 scrambled-357.jpg
8 4s 188.0667 0.033333 scrambled-341.jpg
8 4s 188.2 0.033333 scrambled-559.jpg
8 4s 188.3333 0.033333 scrambled-639.jpg
8 4s 188.4667 0.033333 scrambled-853.jpg
8 4s 188.6 0.033333 scrambled-223.jpg
8 4s 188.7333 0.033333 scrambled-622.jpg
8 4s 188.8667 0.033333 scrambled-675.jpg
9 8s 201 0.033333 scrambled-1150.jpg
9 8s 201.2667 0.033333 scrambled-1054.jpg
9 8s 201.5333 0.033333 scrambled-624.jpg
9 8s 201.8 0.033333 scrambled-1164.jpg
9 8s 202.0667 0.033333 scrambled-1329.jpg
9 8s 202.3333 0.033333 scrambled-453.jpg
9 8s 202.6 0.033333 scrambled-1094.jpg
9 8s 202.8667 0.033333 scrambled-1104.jpg
9 8s 203.1333 0.033333 scrambled-1323.jpg
9 8s 203.4 0.033333 scrambled-467.jpg
9 8s 203.6667 0.033333 scrambled-365.jpg
9 8s 203.9333 0.033333 scrambled-76.jpg
9 8s 204.2 0.033333 scrambled-766.jpg
9 8s 204.4667 0.033333 scrambled-712.jpg
9 8s 204.7333 0.033333 scrambled-1207.jpg
9 8s 205 0.033333 scrambled-386.jpg
9 8s 205.2667 0.033333 scrambled-204.jpg
9 8s 205.5333 0.033333 scrambled-1408.jpg
9 8s 205.8 0.033333 scrambled-1313.jpg
9 8s 206.0667 0.033333 scrambled-148.jpg
9 8s 206.3333 0.033333 scrambled-89.jpg
9 8s 206.6 0.033333 scrambled-566.jpg
9 8s 206.8667 0.033333 scrambled-1193.jpg
9 8s 207.1333 0.033333 scrambled-1100.jpg
9 8s 207.4 0.033333 scrambled-166.jpg
9 8s 207.6667 0.033333 scrambled-1400.jpg
9 8s 207.9333 0.033333 scrambled-1186.jpg
9 8s 208.2 0.033333 scrambled-343.jpg
9 8s 208.4667 0.033333 scrambled-855.jpg
9 8s 208.7333 0.033333 scrambled-503.jpg
10 30s 234 0.033333 scrambled-224.jpg
10 30s 235 0.033333 scrambled-1403.jpg
10 30s 236 0.033333 scrambled-1240.jpg
10 30s 237 0.033333 scrambled-988.jpg
10 30s 238 0.033333 scrambled-777.jpg
10 30s 239 0.033333 scrambled-1309.jpg
10 30s 240 0.033333 scrambled-1001.jpg
10 30s 241 0.033333 scrambled-279.jpg
10 30s 242 0.033333 scrambled-751.jpg
10 30s 243 0.033333 scrambled-1248.jpg
10 30s 244 0.033333 scrambled-854.jpg
10 30s 245 0.033333 scrambled-1074.jpg
10 30s 246 0.033333 scrambled-1187.jpg
10 30s 247 0.033333 scrambled-403.jpg
10 30s 248 0.033333 scrambled-81.jpg
10 30s 249 0.033333 scrambled-349.jpg
10 30s 250 0.033333 scrambled-686.jpg
10 30s 251 0.033333 scrambled-72.jpg
10 30s 252 0.033333 scrambled-57.jpg
10 30s 253 0.033333 scrambled-1009.jpg
10 30s 254 0.033333 scrambled-65.jpg
10 30s 255 0.033333 scrambled-1099.jpg
10 30s 256 0.033333 scrambled-987.jpg
10 30s 257 0.033333 scrambled-1191.jpg
10 30s 258 0.033333 scrambled-4.jpg
10 30s 259 0.033333 scrambled-170.jpg
10 30s 260 0.033333 scrambled-647.jpg
10 30s 261 0.033333 scrambled-924.jpg
10 30s 262 0.033333 scrambled-778.jpg
10 30s 263 0.033333 scrambled-147.jpg
