Exp3 conditions: 2s, 4s, 8s, 15s, 30s
Run duration (s): 276

Trial Condition Onset Duration Image
1 2s 12 0.066667 scrambled-510.jpg
1 2s 12.0667 0.066667 scrambled-905.jpg
1 2s 12.1333 0.066667 scrambled-1410.jpg
1 2s 12.2 0.066667 scrambled-118.jpg
1 2s 12.2667 0.066667 scrambled-53.jpg
1 2s 12.3333 0.066667 scrambled-1049.jpg
1 2s 12.4 0.066667 scrambled-372.jpg
1 2s 12.4667 0.066667 scrambled-1426.jpg
1 2s 12.5333 0.066667 scrambled-1050.jpg
1 2s 12.6 0.066667 scrambled-51.jpg
1 2s 12.6667 0.066667 scrambled-1296.jpg
1 2s 12.7333 0.066667 scrambled-1016.jpg
1 2s 12.8 0.066667 scrambled-563.jpg
1 2s 12.8667 0.066667 scrambled-75.jpg
1 2s 12.9333 0.066667 scrambled-377.jpg
1 2s 13 0.066667 scrambled-1116.jpg
1 2s 13.0667 0.066667 scrambled-369.jpg
1 2s 13.1333 0.066667 scrambled-141.jpg
1 2s 13.2 0.066667 scrambled-1109.jpg
1 2s 13.2667 0.066667 scrambled-179.jpg
1 2s 13.3333 0.066667 scrambled-1377.jpg
1 2s 13.4 0.066667 scrambled-1099.jpg
1 2s 13.4667 0.066667 scrambled-728.jpg
1 2s 13.5333 0.066667 scrambled-1235.jpg
1 2s 13.6 0.066667 scrambled-942.jpg
1 2s 13.6667 0.066667 scrambled-328.jpg
1 2s 13.7333 0.066667 scrambled-720.jpg
1 2s 13.8 0.066667 scrambled-1415.jpg
1 2s 13.8667 0.066667 scrambled-847.jpg
1 2s 13.9333 0.066667 scrambled-824.jpg
2 8s 26 0.26667 scrambled-1053.jpg
2 8s 26.2667 0.26667 scrambled-415.jpg
2 8s 26.5333 0.26667 scrambled-1180.jpg
2 8s 26.8 0.26667 scrambled-147.jpg
2 8s 27.0667 0.26667 scrambled-532.jpg
2 8s 27.3333 0.26667 scrambled-70.jpg
2 8s 27.6 0.26667 scrambled-1159.jpg
2 8s 27.8667 0.26667 scrambled-813.jpg
2 8s 28.1333 0.26667 scrambled-1214.jpg
2 8s 28.4 0.26667 scrambled-663.jpg
2 8s 28.6667 0.26667 scrambled-373.jpg
2 8s 28.9333 0.26667 scrambled-979.jpg
2 8s 29.2 0.26667 scrambled-1419.jpg
2 8s 29.4667 0.26667 scrambled-1134.jpg
2 8s 29.7333 0.26667 scrambled-815.jpg
2 8s 30 0.26667 scrambled-259.jpg
2 8s 30.2667 0.26667 scrambled-96.jpg
2 8s 30.5333 0.26667 scrambled-927.jpg
2 8s 30.8 0.26667 scrambled-1167.jpg
2 8s 31.0667 0.26667 scrambled-461.jpg
2 8s 31.3333 0.26667 scrambled-694.jpg
2 8s 31.6 0.26667 scrambled-1113.jpg
2 8s 31.8667 0.26667 scrambled-653.jpg
2 8s 32.1333 0.26667 scrambled-464.jpg
2 8s 32.4 0.26667 scrambled-799.jpg
2 8s 32.6667 0.26667 scrambled-1365.jpg
2 8s 32.9333 0.26667 scrambled-295.jpg
2 8s 33.2 0.26667 scrambled-1315.jpg
2 8s 33.4667 0.26667 scrambled-909.jpg
2 8s 33.7333 0.26667 scrambled-428.jpg
3 15s 46 0.5 scrambled-959.jpg
3 15s 46.5 0.5 scrambled-553.jpg
3 15s 47 0.5 scrambled-822.jpg
3 15s 47.5 0.5 scrambled-105.jpg
3 15s 48 0.5 scrambled-383.jpg
3 15s 48.5 0.5 scrambled-1145.jpg
3 15s 49 0.5 scrambled-384.jpg
3 15s 49.5 0.5 scrambled-1137.jpg
3 15s 50 0.5 scrambled-685.jpg
3 15s 50.5 0.5 scrambled-545.jpg
3 15s 51 0.5 scrambled-503.jpg
3 15s 51.5 0.5 scrambled-319.jpg
3 15s 52 0.5 scrambled-704.jpg
3 15s 52.5 0.5 scrambled-1401.jpg
3 15s 53 0.5 scrambled-260.jpg
3 15s 53.5 0.5 scrambled-823.jpg
3 15s 54 0.5 scrambled-737.jpg
3 15s 54.5 0.5 scrambled-1020.jpg
3 15s 55 0.5 scrambled-151.jpg
3 15s 55.5 0.5 scrambled-747.jpg
3 15s 56 0.5 scrambled-161.jpg
3 15s 56.5 0.5 scrambled-1272.jpg
3 15s 57 0.5 scrambled-666.jpg
3 15s 57.5 0.5 scrambled-711.jpg
3 15s 58 0.5 scrambled-1204.jpg
3 15s 58.5 0.5 scrambled-1239.jpg
3 15s 59 0.5 scrambled-214.jpg
3 15s 59.5 0.5 scrambled-240.jpg
3 15s 60 0.5 scrambled-185.jpg
3 15s 60.5 0.5 scrambled-1294.jpg
4 30s 73 1 scrambled-674.jpg
4 30s 74 1 scrambled-446.jpg
4 30s 75 1 scrambled-1086.jpg
4 30s 76 1 scrambled-1329.jpg
4 30s 77 1 scrambled-732.jpg
4 30s 78 1 scrambled-1305.jpg
4 30s 79 1 scrambled-67.jpg
4 30s 80 1 scrambled-1303.jpg
4 30s 81 1 scrambled-869.jpg
4 30s 82 1 scrambled-1029.jpg
4 30s 83 1 scrambled-831.jpg
4 30s 84 1 scrambled-1280.jpg
4 30s 85 1 scrambled-830.jpg
4 30s 86 1 scrambled-1370.jpg
4 30s 87 1 scrambled-1007.jpg
4 30s 88 1 scrambled-365.jpg
4 30s 89 1 scrambled-289.jpg
4 30s 90 1 scrambled-789.jpg
4 30s 91 1 scrambled-755.jpg
4 30s 92 1 scrambled-49.jpg
4 30s 93 1 scrambled-272.jpg
4 30s 94 1 scrambled-1317.jpg
4 30s 95 1 scrambled-1260.jpg
4 30s 96 1 scrambled-10.jpg
4 30s 97 1 scrambled-977.jpg
4 30s 98 1 scrambled-931.jpg
4 30s 99 1 scrambled-1071.jpg
4 30s 100 1 scrambled-1440.jpg
4 30s 101 1 scrambled-1132.jpg
4 30s 102 1 scrambled-950.jpg
5 4s 115 0.13333 scrambled-1304.jpg
5 4s 115.1333 0.13333 scrambled-746.jpg
5 4s 115.2667 0.13333 scrambled-1085.jpg
5 4s 115.4 0.13333 scrambled-608.jpg
5 4s 115.5333 0.13333 scrambled-39.jpg
5 4s 115.6667 0.13333 scrambled-1051.jpg
5 4s 115.8 0.13333 scrambled-236.jpg
5 4s 115.9333 0.13333 scrambled-1355.jpg
5 4s 116.0667 0.13333 scrambled-211.jpg
5 4s 116.2 0.13333 scrambled-611.jpg
5 4s 116.3333 0.13333 scrambled-200.jpg
5 4s 116.4667 0.13333 scrambled-385.jpg
5 4s 116.6 0.13333 scrambled-177.jpg
5 4s 116.7333 0.13333 scrambled-897.jpg
5 4s 116.8667 0.13333 scrambled-1179.jpg
5 4s 117 0.13333 scrambled-134.jpg
5 4s 117.1333 0.13333 scrambled-834.jpg
5 4s 117.2667 0.13333 scrambled-367.jpg
5 4s 117.4 0.13333 scrambled-726.jpg
5 4s 117.5333 0.13333 scrambled-477.jpg
5 4s 117.6667 0.13333 scrambled-1120.jpg
5 4s 117.8 0.13333 scrambled-1112.jpg
5 4s 117.9333 0.13333 scrambled-515.jpg
5 4s 118.0667 0.13333 scrambled-1157.jpg
5 4s 118.2 0.13333 scrambled-6.jpg
5 4s 118.3333 0.13333 scrambled-837.jpg
5 4s 118.4667 0.13333 scrambled-590.jpg
5 4s 118.6 0.13333 scrambled-901.jpg
5 4s 118.7333 0.13333 scrambled-697.jpg
5 4s 118.8667 0.13333 scrambled-652.jpg
6 2s 144 0.066667 scrambled-376.jpg
6 2s 144.0667 0.066667 scrambled-1408.jpg
6 2s 144.1333 0.066667 scrambled-957.jpg
6 2s 144.2 0.066667 scrambled-540.jpg
6 2s 144.2667 0.066667 scrambled-911.jpg
6 2s 144.3333 0.066667 scrambled-175.jpg
6 2s 144.4 0.066667 scrambled-784.jpg
6 2s 144.4667 0.066667 scrambled-1267.jpg
6 2s 144.5333 0.066667 scrambled-1248.jpg
6 2s 144.6 0.066667 scrambled-432.jpg
6 2s 144.6667 0.066667 scrambled-251.jpg
6 2s 144.7333 0.066667 scrambled-806.jpg
6 2s 144.8 0.066667 scrambled-832.jpg
6 2s 144.8667 0.066667 scrambled-1010.jpg
6 2s 144.9333 0.066667 scrambled-915.jpg
6 2s 145 0.066667 scrambled-1062.jpg
6 2s 145.0667 0.066667 scrambled-58.jpg
6 2s 145.1333 0.066667 scrambled-1093.jpg
6 2s 145.2 0.066667 scrambled-1127.jpg
6 2s 145.2667 0.066667 scrambled-37.jpg
6 2s 145.3333 0.066667 scrambled-1118.jpg
6 2s 145.4 0.066667 scrambled-1328.jpg
6 2s 145.4667 0.066667 scrambled-1316.jpg
6 2s 145.5333 0.066667 scrambled-55.jpg
6 2s 145.6 0.066667 scrambled-330.jpg
6 2s 145.6667 0.066667 scrambled-1400.jpg
6 2s 145.7333 0.066667 scrambled-975.jpg
6 2s 145.8 0.066667 scrambled-467.jpg
6 2s 145.8667 0.066667 scrambled-787.jpg
6 2s 145.9333 0.066667 scrambled-255.jpg
7 30s 158 1 scrambled-846.jpg
7 30s 159 1 scrambled-135.jpg
7 30s 160 1 scrambled-616.jpg
7 30s 161 1 scrambled-761.jpg
7 30s 162 1 scrambled-172.jpg
7 30s 163 1 scrambled-110.jpg
7 30s 164 1 scrambled-466.jpg
7 30s 165 1 scrambled-904.jpg
7 30s 166 1 scrambled-441.jpg
7 30s 167 1 scrambled-452.jpg
7 30s 168 1 scrambled-1236.jpg
7 30s 169 1 scrambled-967.jpg
7 30s 170 1 scrambled-627.jpg
7 30s 171 1 scrambled-1413.jpg
7 30s 172 1 scrambled-400.jpg
7 30s 173 1 scrambled-1015.jpg
7 30s 174 1 scrambled-547.jpg
7 30s 175 1 scrambled-475.jpg
7 30s 176 1 scrambled-549.jpg
7 30s 177 1 scrambled-716.jpg
7 30s 178 1 scrambled-1409.jpg
7 30s 179 1 scrambled-335.jpg
7 30s 180 1 scrambled-254.jpg
7 30s 181 1 scrambled-1185.jpg
7 30s 182 1 scrambled-13.jpg
7 30s 183 1 scrambled-199.jpg
7 30s 184 1 scrambled-918.jpg
7 30s 185 1 scrambled-69.jpg
7 30s 186 1 scrambled-1022.jpg
7 30s 187 1 scrambled-57.jpg
8 8s 200 0.26667 scrambled-1192.jpg
8 8s 200.2667 0.26667 scrambled-115.jpg
